0	2	17.93512983	2.85069240	10.23676983
1	3	17.92225283	2.83781541	10.22389284
2	6	17.93157416	2.84713673	10.23321416
3	7	17.91714574	2.83270832	10.21878575
4	8	17.93709805	2.85266063	10.23873806
5	9	17.91501677	2.83057935	10.21665678
6	12	17.90596791	2.82153049	10.20760792
7	13	17.91612549	2.83168807	10.21776550
8	14	17.95393614	2.86949872	10.25557615
9	16	17.97797074	2.89353331	10.27961074
10	17	17.93717483	2.85273741	10.23881484
11	19	17.95709735	2.87265993	10.25873736
12	20	17.96305223	2.87861481	10.26469224
13	21	17.90217596	2.81773854	10.20381597
14	22	17.91696433	2.83252690	10.21860433
15	23	17.91992147	2.83548404	10.22156148
16	24	17.90420130	2.81976388	10.20584131
17	25	17.91455578	2.83011835	10.21619578
18	26	17.92676223	2.84232481	10.22840224
19	27	17.97698880	2.89255137	10.27862880
20	29	17.90344346	2.81900603	10.20508346
21	30	17.91645727	2.83201985	10.21809728
22	31	17.96640431	2.88196689	10.26804432
23	32	17.92845290	2.84401548	10.23009291
24	33	17.93234146	2.84790403	10.23398146
25	34	17.93549442	2.85105700	10.23713443
26	36	17.93712912	2.85269169	10.23876912
27	38	17.93634290	2.85190548	10.23798291
28	40	17.91229617	2.82785875	10.21393618
29	41	17.90633835	2.82190093	10.20797836
30	44	17.92838139	2.84394396	10.23002139
31	46	17.94242233	2.85798491	10.24406234
32	47	17.94822324	2.86378581	10.24986324
33	51	17.90301464	2.81857722	10.20465465
34	53	17.93540319	2.85096577	10.23704320
35	54	17.98512748	2.90069006	10.28676749
36	55	17.90752184	2.82308442	10.20916185
37	58	17.91018714	2.82574972	10.21182715
38	59	17.91694931	2.83251189	10.21858932
39	62	17.95394899	2.86951157	10.25558900
40	65	17.96744804	2.88301062	10.26908805
41	68	17.92940929	2.84497187	10.23104930
42	69	17.93139157	2.84695414	10.23303158
43	70	17.93884221	2.85440479	10.24048222
44	74	17.95140805	2.86697063	10.25304806
45	76	17.95462942	2.87019200	10.25626943
46	77	17.92707574	2.84263831	10.22871574
47	79	18.00307640	2.91863898	10.30471641
48	80	17.93429017	2.84985274	10.23593017
49	81	17.94767273	2.86323531	10.24931274
50	83	18.00705712	2.92261970	10.30869713
51	91	18.06709808	2.98266066	10.36873809
52	95	17.95968911	2.87525169	10.26132912
53	97	17.98032923	2.89589180	10.28196923
54	99	17.99258143	2.90814401	10.29422144
55	100	17.98115955	2.89672213	10.28279956
56	102	18.04932995	2.96489253	10.35096996
57	103	17.95543544	2.87099801	10.25707544
58	104	17.91383773	2.82940030	10.21547773
59	105	17.95248086	2.86804344	10.25412087
60	107	17.95611838	2.87168095	10.25775838
61	108	17.96371448	2.87927706	10.26535449
62	111	17.90930650	2.82486908	10.21094651
63	112	17.91567893	2.83124151	10.21731894
64	114	17.93013601	2.84569859	10.23177602
65	116	17.97188358	2.88744616	10.27352359
66	118	17.95503743	2.87060001	10.25667744
67	119	17.92150040	2.83706297	10.22314041
68	121	17.94318241	2.85874499	10.24482242
69	123	17.91861868	2.83418125	10.22025868
70	125	17.95386136	2.86942393	10.25550136
71	127	17.93043789	2.84600047	10.23207790
72	128	17.95554930	2.87111187	10.25718930
73	129	17.91222220	2.82778477	10.21386220
74	131	18.00228966	2.91785224	10.30392967
75	132	17.95544461	2.87100719	10.25708462
76	133	17.95943608	2.87499866	10.26107609
77	134	17.93597821	2.85154078	10.23761821
78	135	17.90913338	2.82469595	10.21077338
79	136	17.98406137	2.89962395	10.28570138
80	137	17.94978645	2.86534903	10.25142646
81	140	17.90577882	2.82134140	10.20741883
82	144	17.95902142	2.87458400	10.26066143
83	145	17.94311752	2.85868010	10.24475753
84	147	17.91813928	2.83370186	10.21977929
85	148	17.93767778	2.85324035	10.23931779
86	149	17.92458013	2.84014270	10.22622013
87	150	17.95357784	2.86914041	10.25521785
88	151	17.93352978	2.84909236	10.23516979
89	152	17.96905246	2.88461504	10.27069247
90	153	17.95234747	2.86791005	10.25398748
91	154	17.90304013	2.81860271	10.20468014
92	155	17.93664860	2.85221118	10.23828861
93	156	17.92462646	2.84018904	10.22626647
94	157	17.91015371	2.82571628	10.21179371
95	158	17.91713050	2.83269308	10.21877051
96	160	17.90301210	2.81857468	10.20465211
97	161	17.92641596	2.84197853	10.22805596
98	162	17.93310858	2.84867116	10.23474859
99	163	17.96474230	2.88030488	10.26638231
100	164	17.96979441	2.88535699	10.27143442
101	165	17.98968680	2.90524938	10.29132681
102	167	17.91849693	2.83405951	10.22013694
103	168	17.93068225	2.84624482	10.23232225
104	170	17.93399212	2.84955470	10.23563213
105	171	17.93293477	2.84849735	10.23457478
106	172	17.95687387	2.87243645	10.25851388
107	174	17.95505580	2.87061838	10.25669581
108	175	17.94162569	2.85718827	10.24326570
109	177	17.93345534	2.84901792	10.23509535
110	179	17.93674954	2.85231212	10.23838955
111	181	17.93114307	2.84670565	10.23278308
112	185	18.05785111	2.97341369	10.35949112
113	186	17.94899146	2.86455403	10.25063146
114	189	17.93304230	2.84860487	10.23468230
115	190	17.94529553	2.86085811	10.24693554
116	191	17.94993824	2.86550082	10.25157825
117	192	17.94451314	2.86007572	10.24615315
118	194	17.93543819	2.85100077	10.23707820
119	197	17.93545238	2.85101496	10.23709239
120	199	17.93083303	2.84639561	10.23247304
121	201	17.90232514	2.81788772	10.20396515
122	203	17.91223098	2.82779356	10.21387099
123	207	17.91065204	2.82621461	10.21229204
124	208	17.90295680	2.81851938	10.20459681
125	210	17.91387845	2.82944102	10.21551845
126	211	17.93937443	2.85493701	10.24101444
127	212	17.90796627	2.82352885	10.20960628
128	213	17.91581115	2.83137372	10.21745115
129	214	17.92183827	2.83740084	10.22347828
130	217	17.92810840	2.84367097	10.22974841
131	218	17.99215024	2.90771282	10.29379025
132	220	17.99745838	2.91302095	10.29909838
133	224	17.92335060	2.83891317	10.22499060
134	226	17.94280196	2.85836454	10.24444197
135	227	18.16796860	3.08353118	10.46960861
136	228	17.90922092	2.82478350	10.21086093
137	229	17.95700757	2.87257014	10.25864758
138	230	18.01074776	2.92631034	10.31238777
139	231	18.01524842	2.93081099	10.31688843
140	232	17.93658637	2.85214895	10.23822638
141	234	17.93300320	2.84856578	10.23464321
142	236	17.95952352	2.87508610	10.26116353
143	238	17.92820981	2.84377238	10.22984981
144	240	17.99588389	2.91144647	10.29752390
145	242	17.92700533	2.84256791	10.22864534
146	243	17.92061550	2.83617808	10.22225551
147	245	17.95515724	2.87071981	10.25679725
148	246	17.92833663	2.84389920	10.22997664
149	247	17.92913105	2.84469362	10.23077105
150	248	17.92860106	2.84416363	10.23024106
151	249	17.95295304	2.86851562	10.25459305
152	250	17.98449733	2.90005991	10.28613734
153	251	17.95613449	2.87169707	10.25777450
154	252	17.93130997	2.84687255	10.23294998
155	253	17.94052901	2.85609159	10.24216902
156	255	18.14453949	3.06010207	10.44617950
157	256	18.26283861	3.17840119	10.56447862
158	259	18.28751961	3.20308219	10.58915962
159	261	18.30096939	3.21653197	10.60260940
160	262	18.54985600	3.46541858	10.85149601
161	263	18.64745804	3.56302062	10.94909805
162	265	18.68341182	3.59897439	10.98505182
163	266	18.69206193	3.60762450	10.99370193
164	267	18.56623258	3.48179516	10.86787259
165	268	18.10997601	3.02553859	10.41161602
166	273	18.77110239	3.68666497	11.07274240
167	281	18.84953283	3.76509541	11.15117284
168	283	18.56628652	3.48184910	10.86792653
169	284	19.22635315	4.14191573	11.52799316
170	289	18.40248077	3.31804335	10.70412078
171	290	18.01872931	2.93429189	10.32036932
172	291	18.29184946	3.20741203	10.59348946
173	294	17.93782651	2.85338908	10.23946651
174	295	17.97094541	2.88650799	10.27258542
175	302	18.77110239	3.68666497	11.07274240
176	310	18.84953283	3.76509541	11.15117284
177	312	18.56628652	3.48184910	10.86792653
178	313	19.22635315	4.14191573	11.52799316
179	318	18.40248077	3.31804335	10.70412078
180	320	18.29184946	3.20741203	10.59348946
181	322	17.92037391	2.83593648	10.22201391
182	325	18.02175013	2.93731271	10.32339014
183	326	17.99761766	2.91318024	10.29925767
184	327	17.93054169	2.84610426	10.23218169
185	328	17.93500140	2.85056397	10.23664140
186	329	17.93447795	2.85004053	10.23611796
187	331	18.86119732	3.77675990	11.16283733
