0	2	1.20000000
1	3	1.20000000
2	6	1.20000000
3	7	1.20000000
4	8	1.20000000
5	9	1.20000000
6	12	1.20000000
7	13	1.20000000
8	14	1.20000000
9	16	1.20000000
10	17	1.20000000
11	19	1.20000000
12	20	1.20000000
13	21	1.20000000
14	22	1.20000000
15	23	1.20000000
16	24	1.20000000
17	25	1.20000000
18	26	1.20000000
19	27	1.20000000
20	29	1.20000000
21	30	1.20000000
22	31	1.20000000
23	32	1.20000000
24	33	1.20000000
25	34	1.20000000
26	36	1.20000000
27	38	1.20000000
28	40	1.20000000
29	41	1.20000000
30	44	1.20000000
31	46	1.20000000
32	47	1.20000000
33	51	1.20000000
34	53	1.20000000
35	54	1.20000000
36	55	1.20000000
37	58	1.20000000
38	59	1.20000000
39	62	1.20000000
40	65	1.20000000
41	68	1.20000000
42	69	1.20000000
43	70	1.20000000
44	74	1.20000000
45	76	1.20000000
46	77	1.20000000
47	79	1.20000000
48	80	1.20000000
49	81	1.20000000
50	83	1.20000000
51	91	1.20000000
52	95	1.20000000
53	97	1.20000000
54	99	1.20000000
55	100	1.20000000
56	102	1.20000000
57	103	1.20000000
58	104	1.20000000
59	105	1.20000000
60	107	1.20000000
61	108	1.20000000
62	111	1.20000000
63	112	1.20000000
64	114	1.20000000
65	116	1.20000000
66	118	1.20000000
67	119	1.20000000
68	121	1.20000000
69	123	1.20000000
70	125	1.20000000
71	127	1.20000000
72	128	1.20000000
73	129	1.20000000
74	131	1.20000000
75	132	1.20000000
76	133	1.20000000
77	134	1.20000000
78	135	1.20000000
79	136	1.20000000
80	137	1.20000000
81	140	1.20000000
82	144	1.20000000
83	145	1.20000000
84	147	1.20000000
85	148	1.20000000
86	149	1.20000000
87	150	1.20000000
88	151	1.20000000
89	152	1.20000000
90	153	1.20000000
91	154	1.20000000
92	155	1.20000000
93	156	1.20000000
94	157	1.20000000
95	158	1.20000000
96	160	1.20000000
97	161	1.20000000
98	162	1.20000000
99	163	1.20000000
100	164	1.20000000
101	165	1.20000000
102	167	1.20000000
103	168	1.20000000
104	170	1.20000000
105	171	1.20000000
106	172	1.20000000
107	174	1.20000000
108	175	1.20000000
109	177	1.20000000
110	179	1.20000000
111	181	1.20000000
112	185	1.20000000
113	186	1.20000000
114	189	1.20000000
115	190	1.20000000
116	191	1.20000000
117	192	1.20000000
118	194	1.20000000
119	197	1.20000000
120	199	1.20000000
121	201	1.20000000
122	203	1.20000000
123	207	1.20000000
124	208	1.20000000
125	210	1.20000000
126	211	1.20000000
127	212	1.20000000
128	213	1.20000000
129	214	1.20000000
130	217	1.20000000
131	218	1.20000000
132	220	1.20000000
133	224	1.20000000
134	226	1.20000000
135	227	1.20000000
136	228	1.20000000
137	229	1.20000000
138	230	1.20000000
139	231	1.20000000
140	232	1.20000000
141	234	1.20000000
142	236	1.20000000
143	238	1.20000000
144	240	1.20000000
145	242	1.20000000
146	243	1.20000000
147	245	1.20000000
148	246	1.20000000
149	247	1.20000000
150	248	1.20000000
151	249	1.20000000
152	250	1.20000000
153	251	1.20000000
154	252	1.20000000
155	253	1.20000000
156	255	1.20000000
157	256	1.20000000
158	259	1.20000000
159	261	1.20000000
160	262	1.20000000
161	263	1.20000000
162	265	1.20000000
163	266	1.20000000
164	267	1.20000000
165	268	1.20000000
166	273	1.20000000
167	281	1.20000000
168	283	1.20000000
169	284	1.20000000
170	289	1.20000000
171	290	1.20000000
172	291	1.20000000
173	294	1.20000000
174	295	1.20000000
175	302	1.20000000
176	310	1.20000000
177	312	1.20000000
178	313	1.20000000
179	318	1.20000000
180	320	1.20000000
181	322	1.20000000
182	325	1.20000000
183	326	1.20000000
184	327	1.20000000
185	328	1.20000000
186	329	1.20000000
187	331	1.20000000
188	341	1.20000000
