0	2	4	100
1	3	4	262
2	6	4	310
3	7	4	198
4	8	4	101
5	9	4	250
6	12	4	525
7	13	4	288
8	14	4	177
9	16	4	60
10	17	4	273
11	19	4	225
12	20	4	143
13	21	4	505
14	22	4	378
15	23	4	297
16	24	4	637
17	25	4	524
18	26	4	345
19	27	4	70
20	29	4	538
21	30	4	283
22	31	4	79
23	32	4	272
24	33	4	258
25	34	4	268
26	36	4	228
27	38	4	243
28	40	4	311
29	41	4	377
30	44	4	321
31	46	4	147
32	47	4	185
33	51	4	655
34	53	4	261
35	54	4	97
36	55	4	451
37	58	4	570
38	59	4	486
39	62	4	213
40	65	4	104
41	68	4	346
42	69	4	251
43	70	4	265
44	74	4	141
45	76	4	204
46	77	4	299
47	79	4	113
48	80	4	299
49	81	4	255
50	83	4	124
51	91	4	41
52	95	4	191
53	97	4	122
54	99	4	98
55	100	4	111
56	102	4	38
57	103	4	172
58	104	4	290
59	105	4	148
60	107	4	147
61	108	4	106
62	111	4	518
63	112	4	446
64	114	4	307
65	116	4	60
66	118	4	151
67	119	4	408
68	121	4	253
69	123	4	384
70	125	4	131
71	127	4	332
72	128	4	242
73	129	4	421
74	131	4	71
75	132	4	195
76	133	4	176
77	134	4	234
78	135	4	557
79	136	4	116
80	137	4	220
81	140	4	576
82	144	4	126
83	145	4	132
84	147	4	426
85	148	4	263
86	149	4	293
87	150	4	185
88	151	4	284
89	152	4	173
90	153	4	201
91	154	4	489
92	155	4	256
93	156	4	378
94	157	4	606
95	158	4	410
96	160	4	643
97	161	4	390
98	162	4	230
99	163	4	211
100	164	4	198
101	165	4	171
102	167	4	380
103	168	4	171
104	170	4	258
105	171	4	338
106	172	4	231
107	174	4	156
108	175	4	228
109	177	4	352
110	179	4	210
111	181	4	382
112	185	4	52
113	186	4	223
114	189	4	318
115	190	4	300
116	191	4	283
117	192	4	294
118	194	4	304
119	197	4	316
120	199	4	424
121	201	4	616
122	203	4	557
123	207	4	446
124	208	4	609
125	210	4	494
126	211	4	260
127	212	4	354
128	213	4	484
129	214	4	405
130	217	4	274
131	218	4	170
132	220	3	166
133	224	4	411
134	226	4	186
135	227	3	47
136	228	4	331
137	229	4	271
138	230	4	132
139	231	3	142
140	232	4	337
141	234	4	321
142	236	3	235
143	238	3	398
144	240	3	153
145	242	3	471
146	243	3	560
147	245	4	226
148	246	3	462
149	247	4	373
150	248	4	437
151	249	4	270
152	250	3	191
153	251	3	241
154	252	3	417
155	253	3	316
156	255	3	52
157	256	3	47
158	259	2	47
159	261	2	43
160	262	3	23
161	263	2	21
162	265	2	19
163	266	2	18
164	267	2	23
165	268	3	38
166	273	2	17
167	281	2	15
168	283	3	23
169	284	2	8
170	289	3	34
171	290	3	86
172	291	3	45
173	294	3	344
174	295	3	160
175	302	2	17
176	310	2	15
177	312	3	23
178	313	2	8
179	318	3	34
180	320	3	45
181	322	3	556
182	325	3	111
183	326	3	145
184	327	3	418
185	328	3	327
186	329	3	272
187	331	3	14
188	341	3	30
189	347	2	4
190	349	2	5
191	350	2	21
192	352	2	16
193	357	3	105
194	358	3	51
195	385	2	22
196	397	2	26
197	400	4	86
198	401	4	716
199	404	3	170
200	405	3	187
201	406	3	282
202	407	3	237
203	408	3	162
204	409	3	61
205	410	3	104
206	411	4	156
207	415	3	350
208	417	3	354
209	419	4	421
210	420	4	252
211	421	3	60
212	422	4	356
213	425	3	270
214	426	3	319
215	429	3	41
216	430	2	49
217	431	4	305
218	432	3	133
219	433	4	153
220	434	4	416
221	436	3	102
222	438	3	149
223	439	2	93
224	440	3	311
225	441	3	409
226	442	4	78
227	443	3	303
228	444	3	291
229	445	3	390
230	447	4	323
231	448	3	86
232	449	3	332
233	452	4	483
234	453	3	200
235	454	3	335
236	456	3	278
237	462	2	72
238	463	4	165
239	467	3	157
240	469	3	415
241	470	3	146
242	471	3	84
243	472	4	375
244	474	4	234
245	476	3	219
246	477	3	314
247	479	3	320
248	480	4	471
249	483	4	192
250	484	3	240
251	485	4	179
252	486	4	422
253	487	3	55
254	488	3	133
255	489	3	119
256	490	4	254
257	491	3	232
258	492	4	174
259	494	3	270
260	495	3	165
261	496	3	316
262	498	4	358
263	500	4	445
264	502	3	308
265	503	3	348
266	504	3	332
267	505	3	130
268	507	3	61
269	509	3	361
270	511	3	206
271	512	3	273
272	514	3	345
273	515	3	154
274	516	3	159
275	518	3	240
276	519	3	307
277	521	3	484
278	523	4	438
279	524	2	50
280	525	3	245
281	527	3	299
282	529	3	144
283	531	4	417
284	532	3	217
285	533	3	273
286	534	3	325
287	535	3	42
288	536	3	273
289	538	4	508
290	540	3	148
291	541	3	108
292	542	3	433
293	543	3	467
294	544	2	162
295	545	4	208
296	546	3	199
297	547	3	203
298	548	3	343
299	549	2	63
300	550	4	400
301	552	3	34
302	553	3	484
303	555	3	120
304	556	3	70
305	557	3	426
306	558	3	221
307	559	3	115
308	560	3	227
309	561	2	206
310	562	3	111
311	564	3	414
312	565	3	154
313	566	3	251
314	567	3	364
315	568	3	73
316	570	3	341
317	572	3	187
318	573	3	286
319	575	3	116
320	578	3	302
321	579	3	183
322	580	4	311
323	581	4	344
324	582	3	329
325	584	3	275
326	585	3	244
327	587	3	146
328	588	3	347
329	591	3	328
330	592	3	272
331	594	3	199
332	595	3	356
333	596	4	447
334	597	3	215
335	599	3	151
336	600	3	142
337	601	3	248
338	603	3	89
339	604	4	111
340	605	3	103
341	606	2	278
342	607	3	182
343	608	4	416
344	609	3	125
345	610	3	334
346	611	4	229
347	612	2	70
348	614	2	71
349	615	3	145
350	616	3	241
351	617	3	310
352	619	3	78
353	620	3	201
354	621	3	128
355	622	3	332
356	623	3	313
357	625	3	176
358	626	3	419
359	627	3	111
360	629	3	176
361	630	3	98
362	631	2	31
363	632	2	209
364	634	3	195
365	635	3	404
366	643	3	208
367	644	3	197
368	645	3	258
369	646	2	148
370	647	4	432
371	648	3	249
372	651	3	216
373	652	2	223
374	654	3	65
375	656	2	103
376	657	3	338
377	659	3	381
378	660	2	38
379	661	4	294
380	663	3	185
381	664	3	158
382	665	3	269
383	666	3	275
384	669	2	83
385	670	3	305
386	671	3	103
387	673	3	291
388	675	3	309
389	676	3	345
390	677	3	276
391	680	3	398
392	682	3	172
393	684	3	100
394	685	3	429
395	686	3	449
396	688	3	383
397	689	3	190
398	691	3	381
399	693	3	355
400	696	3	229
401	697	3	344
402	699	3	297
403	700	4	453
404	701	4	458
405	702	4	353
406	705	4	518
407	706	4	332
408	707	4	501
409	708	4	195
410	709	4	511
411	711	4	582
412	712	4	522
413	713	4	507
414	714	4	377
415	715	4	582
416	716	4	461
417	718	4	546
418	721	4	328
419	722	4	594
420	723	4	323
421	724	4	554
422	726	4	281
423	728	4	536
424	730	4	335
425	732	4	720
426	733	4	449
427	734	4	589
428	735	4	681
429	736	4	704
430	737	4	595
431	740	4	339
432	741	4	604
433	744	4	544
434	745	4	374
435	746	4	416
436	748	4	466
437	752	4	561
438	757	4	207
439	758	4	607
440	760	4	482
441	761	4	236
442	762	4	502
443	764	4	586
444	768	4	309
445	771	4	467
446	772	4	255
447	773	4	345
448	776	4	327
449	780	4	288
450	781	4	433
451	784	4	376
452	786	4	198
