453	788	4	202
454	790	4	329
455	791	4	418
456	792	4	405
457	793	4	154
458	794	4	383
459	795	4	460
460	799	4	368
461	803	3	95
462	804	4	92
463	807	4	292
464	811	4	125
465	812	4	159
466	813	4	311
467	814	4	251
468	816	4	307
469	819	4	296
470	820	4	494
471	824	4	120
472	825	4	301
473	826	4	413
474	828	4	620
475	829	4	105
476	830	4	337
477	831	4	632
478	832	4	439
479	834	4	354
480	836	4	238
481	837	4	187
482	839	4	331
483	841	4	499
484	842	4	368
485	843	4	454
486	844	4	156
487	848	4	531
488	849	4	92
489	850	4	572
490	851	4	604
491	855	4	259
492	856	4	56
493	857	4	226
494	859	4	214
495	860	4	502
496	865	4	226
497	869	4	160
498	870	4	282
499	874	4	223
500	875	4	199
501	876	4	436
502	879	4	251
503	881	4	72
504	882	4	278
505	884	4	207
506	886	4	362
507	887	4	244
508	888	4	295
509	889	4	186
510	891	4	524
511	892	4	65
512	894	4	465
513	895	4	490
514	896	4	379
515	897	4	224
516	898	4	243
517	899	4	220
518	900	4	204
519	901	4	136
520	902	4	185
521	905	4	412
522	906	4	151
523	907	4	126
524	908	4	236
525	909	4	419
526	911	4	266
527	912	4	432
528	913	4	293
529	915	4	485
530	916	4	246
531	917	4	428
532	918	3	89
533	919	4	128
534	920	4	303
535	921	4	59
536	922	4	235
537	923	4	349
538	924	4	135
539	925	4	78
540	927	4	296
541	928	4	272
542	929	4	297
543	930	4	243
544	932	4	195
545	933	4	392
546	934	4	628
547	935	4	340
548	937	4	279
549	938	4	286
550	939	4	232
551	941	4	66
552	942	4	260
553	943	4	179
554	945	4	392
555	946	4	263
556	947	4	284
557	948	4	180
558	950	4	266
559	951	4	302
560	954	4	170
561	955	4	85
562	957	4	187
563	958	4	209
564	959	4	72
565	960	4	269
566	961	4	96
567	962	4	158
568	963	4	169
569	964	4	143
570	965	4	211
571	966	4	319
572	968	4	278
573	969	4	282
574	970	4	121
575	971	4	442
576	972	4	225
577	973	4	148
578	975	4	233
579	976	4	142
580	977	4	133
581	979	4	250
582	982	4	123
583	986	4	279
584	988	4	320
585	989	4	163
586	990	4	660
587	993	4	205
588	994	4	111
589	995	4	53
590	996	4	263
591	999	4	174
592	1000	4	113
593	1003	4	256
594	1005	4	29
595	1006	4	468
596	1012	4	139
597	1013	4	188
598	1014	4	53
599	1015	4	235
600	1019	4	120
601	1021	4	292
602	1022	4	451
603	1023	4	197
604	1024	4	59
605	1025	4	113
606	1026	4	337
607	1027	4	43
608	1029	3	221
609	1030	3	36
610	1031	3	209
611	1032	4	146
612	1034	4	237
613	1035	3	176
614	1036	3	60
615	1037	4	126
616	1038	3	127
617	1039	4	281
618	1040	4	73
619	1041	3	242
620	1042	4	286
621	1043	4	272
622	1044	3	51
623	1045	4	303
624	1046	4	127
625	1047	4	161
626	1048	3	229
627	1049	3	198
628	1050	4	75
629	1051	3	111
630	1054	4	268
631	1055	3	209
632	1056	4	360
633	1059	4	276
634	1061	3	115
635	1062	4	303
636	1064	4	311
637	1065	3	96
638	1066	3	288
639	1067	4	158
640	1071	4	202
641	1074	4	267
642	1076	4	313
643	1078	4	198
644	1079	4	159
645	1080	3	147
646	1081	3	129
647	1082	3	209
648	1083	4	198
649	1084	4	200
650	1085	4	363
651	1087	4	166
652	1089	4	343
653	1091	4	227
654	1092	4	221
655	1094	4	157
656	1095	3	53
657	1096	4	77
658	1098	3	113
659	1099	3	127
660	1100	3	104
661	1101	3	51
662	1103	4	277
663	1105	3	276
664	1107	3	109
665	1108	3	251
666	1109	3	161
667	1110	3	255
668	1111	3	291
669	1113	4	259
670	1114	4	340
671	1115	3	236
672	1117	4	411
673	1118	3	290
674	1119	3	192
675	1120	3	37
676	1121	3	40
677	1122	4	290
678	1124	3	303
679	1125	3	60
680	1127	4	518
681	1132	3	288
682	1133	4	255
683	1134	3	91
684	1136	3	84
685	1139	4	93
686	1142	4	80
687	1143	3	205
688	1144	4	240
689	1146	3	300
690	1150	3	135
691	1151	3	159
692	1152	3	161
693	1154	3	263
694	1158	4	77
695	1159	3	130
696	1161	3	201
697	1164	3	299
698	1165	3	118
699	1167	3	88
700	1168	3	246
701	1169	3	65
702	1171	3	82
703	1172	3	319
704	1173	4	70
705	1177	3	229
706	1178	4	119
707	1180	3	294
708	1182	4	343
709	1183	3	276
710	1184	3	78
711	1185	3	40
712	1186	4	340
713	1187	3	183
714	1189	3	115
715	1191	3	56
716	1192	3	136
717	1193	3	72
718	1194	3	109
719	1195	4	304
720	1196	4	208
721	1197	4	244
722	1199	4	435
723	1201	4	181
724	1202	4	217
725	1206	4	460
726	1211	4	131
727	1212	4	198
728	1216	4	241
729	1218	4	260
730	1219	4	131
731	1225	4	250
732	1227	4	150
733	1228	4	319
734	1230	4	335
735	1236	4	283
736	1237	4	685
737	1242	4	213
738	1243	4	240
739	1244	4	84
740	1245	4	143
741	1248	4	265
742	1249	4	200
743	1250	4	388
744	1251	4	326
745	1252	4	48
746	1253	4	89
747	1255	4	456
748	1257	4	315
749	1260	4	190
750	1262	4	389
751	1264	4	219
752	1265	4	251
753	1267	4	134
754	1271	4	231
755	1273	4	235
756	1275	4	151
757	1276	4	254
758	1279	4	324
759	1282	4	309
760	1284	4	194
761	1285	4	312
762	1286	4	202
763	1288	4	357
764	1291	4	144
765	1292	4	299
766	1293	4	471
767	1294	4	276
768	1297	4	686
769	1298	4	722
770	1299	4	456
771	1300	4	245
772	1302	4	306
773	1303	4	281
774	1304	4	175
775	1305	4	98
776	1306	4	103
777	1311	4	319
778	1312	4	162
779	1313	4	175
780	1314	4	51
781	1316	4	210
782	1317	4	270
783	1318	4	381
784	1320	4	349
785	1321	4	279
786	1322	4	133
787	1329	4	186
788	1330	4	66
789	1331	4	180
790	1332	4	186
791	1333	4	241
792	1334	4	104
793	1336	4	363
794	1337	4	287
795	1339	4	227
796	1341	4	71
797	1342	4	818
798	1343	4	281
799	1344	4	223
800	1347	4	544
801	1348	3	269
802	1349	4	362
803	1352	4	247
804	1354	4	299
805	1355	4	212
806	1359	4	265
807	1362	4	93
808	1364	4	174
809	1368	4	295
810	1370	4	117
811	1371	4	276
812	1372	4	89
813	1373	4	84
814	1374	4	289
815	1375	4	224
816	1376	4	266
817	1377	4	220
818	1378	4	210
819	1379	4	213
820	1380	4	155
821	1381	4	212
822	1382	4	220
823	1384	4	247
824	1385	4	357
825	1389	4	263
826	1393	4	139
827	1394	4	121
828	1395	4	134
829	1396	4	50
830	1397	4	638
831	1401	4	21
832	1402	4	196
833	1406	4	233
834	1408	4	97
835	1409	4	180
836	1410	4	232
837	1413	4	229
838	1414	4	143
839	1415	4	214
840	1416	4	404
841	1419	3	77
842	1420	4	204
843	1421	4	383
844	1429	4	506
845	1430	4	464
846	1431	4	231
847	1432	4	460
848	1433	4	241
849	1435	4	261
850	1436	3	165
851	1437	3	224
852	1438	3	172
853	1439	4	173
854	1441	4	95
855	1442	4	156
856	1443	4	263
857	1445	3	274
858	1448	4	201
859	1449	4	284
860	1453	4	26
861	1455	4	335
862	1456	4	236
863	1458	4	241
864	1459	3	194
865	1460	3	163
866	1461	3	50
867	1462	4	145
868	1464	3	255
869	1465	4	100
870	1466	4	266
871	1467	3	374
872	1469	3	263
873	1470	3	116
874	1471	4	298
875	1472	3	247
876	1473	4	258
877	1478	4	72
878	1479	3	188
879	1480	3	253
880	1485	4	402
881	1487	4	129
882	1488	4	246
883	1489	3	25
884	1493	3	159
885	1494	4	246
886	1496	4	263
887	1497	3	214
888	1499	3	197
889	1500	3	204
890	1502	3	120
891	1505	3	313
892	1508	4	139
893	1514	4	247
894	1515	3	275
895	1516	3	144
896	1517	4	284
897	1519	4	493
898	1521	3	238
899	1523	4	353
900	1524	4	137
901	1525	3	266
902	1527	3	58
903	1528	3	256
904	1529	4	204
905	1530	3	22
906	1532	2	86
907	1534	3	198
908	1535	3	207
909	1537	2	150
910	1538	4	258
911	1539	4	396
912	1541	4	100
913	1542	3	282
914	1544	3	144
915	1547	4	232
916	1548	4	105
917	1550	3	106
918	1551	3	184
919	1556	4	36
920	1557	4	70
921	1558	4	161
922	1559	4	108
923	1561	4	75
924	1562	3	248
925	1564	3	224
926	1566	4	370
927	1567	3	273
928	1568	3	159
929	1569	4	400
930	1570	4	110
931	1571	3	276
932	1572	3	277
933	1575	4	139
934	1576	4	60
935	1578	4	220
936	1581	3	36
937	1584	3	48
938	1585	3	73
939	1586	3	128
940	1587	4	216
941	1589	2	58
942	1590	3	146
943	1591	3	94
944	1592	4	106
945	1593	3	181
946	1594	3	164
947	271	1	11
948	272	1	2
949	275	2	31
950	277	1	15
951	278	1	8
952	279	2	12
953	280	1	3
954	285	1	10
955	286	1	8
956	301	1	2
957	306	1	15
958	308	1	8
959	309	2	12
960	315	1	10
961	316	1	8
962	332	1	5
963	337	1	4
964	338	1	4
965	343	1	7
966	344	1	5
967	345	1	3
968	346	1	2
969	348	1	5
970	351	1	5
971	354	1	5
972	355	1	9
973	356	1	7
974	359	1	1
975	361	1	1
976	362	1	2
977	363	1	2
978	364	1	2
979	365	1	4
980	368	1	3
981	369	1	3
982	370	1	2
983	372	1	3
984	373	1	3
985	374	1	4
986	376	1	3
987	378	1	3
988	379	1	2
989	381	1	1
990	382	1	6
991	383	1	1
992	384	1	2
993	386	2	3
994	388	1	7
995	390	1	5
996	392	1	2
997	393	1	8
998	394	1	3
999	395	1	2
1000	396	2	7
1001	747	3	361
1002	759	3	333
1003	809	3	135
1004	1072	3	136
1005	1203	3	218
1006	1213	3	315
1007	1217	3	132
1008	1224	3	176
1009	1232	3	48
1010	1233	3	211
1011	1234	3	77
1012	1239	3	230
1013	1353	3	37
1014	1367	3	176
1015	1369	3	163
1016	1388	3	150
1017	1507	3	52
1018	1510	2	151
1019	1518	3	231
1020	1520	3	18
1021	1522	3	112
1022	1545	2	225
1023	1598	2	12
