2 1 16
3 1 44
6 1 6
7 1 36
8 1 14
9 1 32
12 1 217
13 1 55
14 1 11
16 1 19
17 1 12
19 1 7
20 1 16
21 1 9030
22 1 42
23 1 41
24 1 415
25 1 1389
26 1 48
27 1 26
29 1 105
30 1 63
31 1 9
32 1 53
33 1 47
34 1 20
36 1 13
38 1 16
40 1 58
41 1 17418
44 1 28
46 1 55
47 1 39
51 1 871
53 1 23
54 1 23
55 1 274
58 1 229
59 1 126
62 1 8
65 1 32
68 1 81
69 1 66
70 1 28
74 1 14
76 1 14
77 1 33
79 1 13
80 1 35
81 1 10
83 1 8
91 1 7
95 1 7
97 1 7
99 1 7
100 1 12
102 1 6
103 1 7
104 1 322
105 1 13
107 1 16
108 1 20
111 1 504
112 1 253
114 1 65
116 1 21
118 1 27
119 1 91
121 1 79
123 1 50
125 1 42
127 1 26
128 1 35
129 1 82
131 1 19
132 1 14
133 1 29
134 1 53
135 1 698
136 1 37
137 1 35
140 1 1151
144 1 25
145 1 36
147 1 105
148 1 19
149 1 155
150 1 19
151 1 36
152 1 33
153 1 44
154 1 830
155 1 24
156 1 75
157 1 200
158 1 53
160 1 1766
161 1 95
162 1 377
163 1 10
164 1 10
165 1 27
167 1 439
168 1 582
170 1 136
171 1 193
172 1 93
174 1 19
175 1 104
177 1 36
179 1 23
181 1 134
185 1 21
186 1 21
189 1 247
190 1 115
191 1 28
192 1 47
194 1 408
197 1 27
199 1 2158
201 1 181
203 1 239
207 1 51
208 1 185
210 1 142
211 1 31
212 1 337
213 1 144
214 1 125
217 1 162
218 1 26
220 1 20
224 1 125
226 1 121
227 1 22
228 1 578
229 1 42
230 1 29
231 1 28
232 1 144
234 1 403
236 1 76
238 1 222
240 1 54
242 1 171
243 1 461
245 1 124
246 1 172
247 1 1238
248 1 132
249 1 85
250 1 43
251 1 47
252 1 139
253 1 109
255 1 2
256 1 5
259 1 1
261 1 4
262 1 1
263 1 1
265 1 2
266 1 3
267 1 3
268 1 2
271 1 0
272 1 0
273 1 1
275 1 0
277 1 0
278 1 0
279 1 0
280 1 0
281 1 1
283 1 2
284 1 2
285 1 0
286 1 0
289 1 1
290 1 5
291 1 2
294 1 122
295 1 86
301 1 0
302 1 1
306 1 0
308 1 0
309 1 0
310 1 1
312 1 2
313 1 2
315 1 0
316 1 0
318 1 1
320 1 2
322 1 1248
325 1 41
326 1 41
327 1 123
328 1 104
329 1 1
331 1 1
332 1 0
337 1 0
338 1 0
341 1 1
343 1 0
344 1 0
345 1 0
346 1 0
347 1 1
348 1 0
349 1 2
350 1 3
351 1 0
352 1 1
354 1 0
355 1 0
356 1 0
357 1 12
358 1 1
359 1 0
361 1 0
362 1 0
363 1 0
364 1 0
365 1 0
368 1 0
369 1 0
370 1 0
372 1 0
373 1 0
374 1 0
376 1 0
378 1 0
379 1 0
381 1 0
382 1 0
383 1 0
384 1 0
385 1 3
386 1 0
388 1 0
390 1 0
392 1 0
393 1 0
394 1 0
395 1 0
396 1 0
397 1 1
400 1 9
401 1 99
404 1 35
405 1 35
406 1 28
407 1 20
408 1 10
409 1 17
410 1 24
411 1 95
415 1 100
417 1 69
419 1 149
420 1 124
421 1 9
422 1 88
425 1 32
426 1 165
429 1 15
430 1 11
431 1 38
432 1 82
433 1 64
434 1 175
436 1 42
438 1 106
439 1 17
440 1 98
441 1 137
442 1 31
443 1 213
444 1 159
445 1 138
447 1 195
448 1 22
449 1 62
452 1 183
453 1 6
454 1 101
456 1 58
462 1 14
463 1 80
467 1 28
469 1 128
470 1 23
471 1 58
472 1 156
474 1 124
476 1 165
477 1 88
479 1 96
480 1 169
483 1 128
484 1 63
485 1 104
486 1 158
487 1 8
488 1 29
489 1 21
490 1 72
491 1 40
492 1 102
494 1 57
495 1 115
496 1 131
498 1 113
500 1 203
502 1 163
503 1 163
504 1 90
505 1 41
507 1 36
509 1 144
511 1 21
512 1 21
514 1 228
515 1 60
516 1 16
518 1 39
519 1 178
521 1 252
523 1 240
524 1 15
525 1 31
527 1 152
529 1 113
531 1 354
532 1 49
533 1 93
534 1 168
535 1 9
536 1 111
538 1 188
540 1 12
541 1 77
542 1 231
543 1 183
544 1 102
545 1 281
546 1 102
547 1 19
548 1 161
549 1 6
550 1 151
552 1 11
553 1 226
555 1 44
556 1 27
557 1 229
558 1 14
559 1 102
560 1 134
561 1 65
562 1 61
564 1 170
565 1 116
566 1 46
567 1 100
568 1 41
570 1 133
572 1 16
573 1 80
575 1 53
578 1 136
579 1 55
580 1 49
581 1 89
582 1 67
584 1 43
585 1 115
587 1 59
588 1 148
591 1 118
592 1 100
594 1 151
595 1 111
596 1 165
597 1 44
599 1 67
600 1 111
601 1 61
603 1 18
604 1 83
605 1 18
606 1 121
607 1 132
608 1 121
609 1 98
610 1 71
611 1 143
612 1 11
614 1 14
615 1 261
616 1 88
617 1 144
619 1 20
620 1 81
621 1 88
622 1 163
623 1 100
625 1 89
626 1 168
627 1 67
629 1 147
630 1 23
631 1 15
632 1 128
634 1 125
635 1 144
643 1 113
644 1 115
645 1 142
646 1 111
647 1 216
648 1 115
651 1 145
652 1 164
654 1 24
656 1 4
657 1 234
659 1 409
660 1 15
661 1 175
663 1 273
664 1 40
665 1 17
666 1 166
669 1 39
670 1 117
671 1 270
673 1 231
675 1 160
676 1 184
677 1 229
680 1 138
682 1 128
684 1 273
685 1 248
686 1 159
688 1 183
689 1 307
691 1 239
693 1 153
696 1 441
697 1 164
699 1 39
700 1 305
701 1 4590
702 1 217
705 1 16504
706 1 50299
707 1 1444
708 1 1
709 1 2853
711 1 1714
712 1 503
713 1 401
714 1 2022
715 1 6416
716 1 321
718 1 178
721 1 27100
722 1 281
723 1 5155
724 1 29441
726 1 12326
728 1 5171
730 1 10109
732 1 414
733 1 198
734 1 46830
735 1 7298
736 1 420
737 1 708
740 1 1076
741 1 178
744 1 1
745 1 1
746 1 894
747 1 0
748 1 130439
752 1 2130
757 1 2830
758 1 3264
759 1 0
760 1 47822
761 1 5
762 1 365
764 1 1673
768 1 141
771 1 767
772 1 318
773 1 1070
776 1 1144
780 1 84
781 1 6361
784 1 338
786 1 334
788 1 845
790 1 1366
791 1 784
792 1 505
793 1 2627
794 1 33318
795 1 4457
799 1 5975
803 1 10
804 1 31
807 1 84
809 1 0
811 1 49
812 1 32
813 1 42
814 1 31
816 1 63
819 1 45
820 1 336
824 1 41
825 1 37
826 1 205
828 1 1505
829 1 16
830 1 28
831 1 144
832 1 87
834 1 58
836 1 75
837 1 42
839 1 48
841 1 51
842 1 105
843 1 84
844 1 14
848 1 1261
849 1 28
850 1 168
851 1 219
855 1 60
856 1 7
857 1 49
859 1 14
860 1 117
865 1 14
869 1 35
870 1 23
874 1 45
875 1 35
876 1 590
879 1 19
881 1 25
882 1 10
884 1 22
886 1 92
887 1 39
888 1 31
889 1 25
891 1 127
892 1 7
894 1 95
895 1 176
896 1 107
897 1 52
898 1 70
899 1 21
900 1 50
901 1 16
902 1 7
905 1 82
906 1 14
907 1 7
908 1 18
909 1 1429
911 1 32
912 1 101
913 1 113
915 1 130
916 1 22
917 1 512
918 1 9
919 1 10
920 1 27
921 1 13
922 1 42
923 1 100
924 1 18
925 1 19
927 1 41
928 1 62
929 1 33
930 1 119
932 1 14
933 1 66
934 1 188
935 1 56
937 1 32
938 1 43
939 1 20
941 1 14
942 1 62
943 1 33
945 1 93
946 1 18
947 1 98
948 1 67
950 1 59
951 1 270
954 1 48
955 1 15
957 1 61
958 1 11
959 1 18
960 1 28
961 1 25
962 1 76
963 1 7
964 1 11
965 1 26
966 1 46
968 1 42
969 1 39
970 1 53
971 1 270
972 1 19
973 1 16
975 1 32
976 1 35
977 1 8
979 1 23
982 1 60
986 1 2059
988 1 36
989 1 39
990 1 188
993 1 13
994 1 25
995 1 15
996 1 62
999 1 58
1000 1 63
1003 1 11
1005 1 11
1006 1 134
1012 1 60
1013 1 27
1014 1 14
1015 1 5
1019 1 26
1021 1 45
1022 1 1071
1023 1 22
1024 1 19
1025 1 14
1026 1 67
